run_name,model_name,num_layers,hidden_dim,dropout,learning_rate,seq_length,window_size_k,last_train_loss,best_val_loss,test_loss,test_ppl
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p3_LR0p0005_K40,attention_lstm,3,256,0.3,0.0005,200,40,4.540985025584,4.852548783739794,4.80344065293928,121.92921274529279
rnn_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p0_LR0p001,rnn,1,256,0.0,0.001,200,,4.087294827755749,6.144564021212384,6.08951681847849,441.2081759966966
lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p2_LR0p001,lstm,1,256,0.2,0.001,200,,4.036980085484532,5.787074856341464,5.7377115217653,310.3533607690616
lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p3_LR0p001,lstm,1,256,0.3,0.001,200,,4.263627396775568,5.448686348350303,5.405776640662773,222.68910275378067
lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L2_D0p2_LR0p001,lstm,2,256,0.2,0.001,200,,4.138081829855942,5.250746082761912,5.200463837668154,181.3563422720817
lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L2_D0p3_LR0p001,lstm,2,256,0.3,0.001,200,,4.441533819337093,4.900805290011526,4.84931181441956,127.65251099364488
lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p2_LR0p001,lstm,3,256,0.2,0.001,200,,4.205365074611889,4.992910170456738,4.936006740151084,139.2132235493639
lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p3_LR0p001,lstm,3,256,0.3,0.001,200,,4.5183495015325885,4.789543692892037,4.726505245494052,112.9003132232439
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p2_LR0p001_K20,attention_lstm,1,256,0.2,0.001,200,20,3.592506341635825,6.451398530492505,6.424002509774709,616.4655923506994
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p2_LR0p001_K40,attention_lstm,1,256,0.2,0.001,200,40,3.6372344746691017,6.335409989785222,6.30382444666307,546.6585839934912
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p3_LR0p001_K20,attention_lstm,1,256,0.3,0.001,200,20,3.8414582538923616,6.021623746064103,5.987945501662415,398.5948556552477
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L1_D0p3_LR0p001_K40,attention_lstm,1,256,0.3,0.001,200,40,3.8745622103157893,5.938475986533952,5.914022143657888,370.19213093418006
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L2_D0p2_LR0p001_K20,attention_lstm,2,256,0.2,0.001,200,20,3.8705126570721413,5.548996056399299,5.500226842072465,244.74744498532291
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L2_D0p2_LR0p001_K40,attention_lstm,2,256,0.2,0.001,200,40,3.89287532346756,5.4842392557222865,5.432261348040192,228.6657540558003
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L2_D0p3_LR0p001_K20,attention_lstm,2,256,0.3,0.001,200,20,4.224501938862023,5.076762765067295,5.023108824537316,151.8827474085529
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L2_D0p3_LR0p001_K40,attention_lstm,2,256,0.3,0.001,200,40,4.236705849134811,5.040257580315025,4.995721190067369,147.77948405760148
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p2_LR0p001_K20,attention_lstm,3,256,0.2,0.001,200,20,3.9750426074101584,5.241059053881655,5.181686863202121,177.98279052996665
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p2_LR0p001_K40,attention_lstm,3,256,0.2,0.001,200,40,3.9954729758044656,5.205358679977436,5.150123913663621,172.45285825840568
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p3_LR0p001_K20,attention_lstm,3,256,0.3,0.001,200,20,4.327887771759962,4.914306243553902,4.8584032625566325,128.8183487234122
attention_lstm_num_epochs1_B64_E128_vocab_size5000_S200_H256_L3_D0p3_LR0p001_K40,attention_lstm,3,256,0.3,0.001,200,40,4.3420683003792995,4.904305335584196,4.848719987639289,127.57698517037677
